Season,MatchDate,HomeTeam,AwayTeam,home_ppg_season,home_gd_per_game_season,home_ppg_home_only,home_ppg_last5,home_goals_scored_last5,home_goals_conceded_last5,away_ppg_season,away_gd_per_game_season,away_ppg_away_only,away_ppg_last5,away_goals_scored_last5,away_goals_conceded_last5,h2h_home_winrate,h2h_home_avg_gd,result
2000/01,2000-08-26,Middlesbrough,Leeds,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.1574642504054269,3.0,2.0,0.0,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-08-26,Newcastle,Tottenham,1.5,-0.5,3.0,1.5,1.5,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-08-26,West Ham,Man United,0.0,-1.5,0.0,0.0,1.0,2.5,2.0,1.0,1.0,2.0,1.5,0.5,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-08-27,Aston Villa,Chelsea,1.0,0.0,1.590232567787715,1.0,0.0,0.0,1.5,0.0,0.0,1.5,2.0,2.0,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-05,Leeds,Man City,3.0,1.5,3.0,3.0,2.0,0.5,1.0,-1.0,0.0,1.0,1.6666666666666667,2.6666666666666665,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-05,Man United,Bradford,1.6666666666666667,0.6666666666666666,3.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-05,Sunderland,West Ham,1.0,-0.6666666666666666,3.0,1.0,1.0,1.6666666666666667,0.3333333333333333,-1.0,0.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-05,Tottenham,Everton,1.3333333333333333,0.0,3.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-06,Leicester,Ipswich,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.0,1.3333333333333333,-0.3333333333333333,0.0,1.3333333333333333,1.0,1.3333333333333333,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-06,Liverpool,Aston Villa,1.3333333333333333,-0.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.0,1.0,1.0,0.5,0.5,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-06,Derby,Middlesbrough,0.6666666666666666,-0.3333333333333333,1.0,0.6666666666666666,2.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-06,Coventry,Newcastle,2.0,0.0,0.0,2.0,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,0.0,2.0,1.6666666666666667,1.3333333333333333,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-06,Chelsea,Arsenal,1.3333333333333333,0.0,3.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.0,0.0,2.0,2.3333333333333335,1.3333333333333333,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-06,Charlton,Southampton,1.0,-0.3333333333333333,3.0,1.0,2.3333333333333335,2.6666666666666665,0.6666666666666666,-0.3333333333333333,1.0,0.6666666666666666,2.0,2.3333333333333335,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-09,Bradford,Arsenal,1.0,-1.25,2.0,1.0,0.5,1.75,1.75,0.75,0.5,1.75,2.25,1.5,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-09,Coventry,Leeds,1.5,-0.5,0.0,1.5,1.25,1.75,2.0,0.6666666666666666,3.0,2.0,1.6666666666666667,1.0,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-09,Ipswich,Aston Villa,1.0,-0.5,2.0,1.0,1.0,1.5,0.6666666666666666,-0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-09,Leicester,Southampton,2.0,0.5,2.0,2.0,0.75,0.25,0.75,-0.25,1.0,0.75,1.75,2.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-09,Liverpool,Man City,1.75,0.25,3.0,1.75,1.75,1.5,1.5,-0.5,1.5,1.5,1.75,2.25,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-09,Man United,Sunderland,2.0,2.0,3.0,2.0,2.75,0.75,1.0,-0.5,0.0,1.0,1.0,1.5,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-09,Middlesbrough,Everton,1.25,0.25,0.5,1.25,2.0,1.75,1.0,0.0,0.0,1.0,1.75,1.75,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-09,Newcastle,Chelsea,2.25,0.75,3.0,2.25,1.75,1.0,1.25,0.0,0.5,1.25,1.75,1.75,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-10,Derby,Charlton,0.75,-0.25,1.0,0.75,2.25,2.5,1.0,-0.25,0.0,1.0,2.0,2.25,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-11,Tottenham,West Ham,1.75,0.25,3.0,1.75,1.75,1.5,0.5,-0.75,0.5,0.5,1.25,2.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-16,Sunderland,Derby,0.8,-1.0,2.0,0.8,0.8,1.8,0.8,-0.2,0.5,0.8,2.2,2.4,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-16,Leeds,Ipswich,1.75,0.5,1.5,1.75,1.25,0.75,0.8,-0.6,0.0,0.8,1.0,1.6,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-16,Everton,Man United,1.4,0.2,2.0,1.4,1.8,1.6,2.2,2.2,1.0,2.2,2.8,0.6,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-16,Southampton,Newcastle,0.6,-0.4,0.5,0.6,1.4,1.8,2.0,0.6,1.5,2.0,1.4,0.8,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-16,Aston Villa,Bradford,1.25,-0.25,1.0,1.25,1.0,1.25,1.0,-1.0,0.0,1.0,0.6,1.6,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-16,Arsenal,Coventry,1.6,0.6,3.0,1.6,2.0,1.4,1.4,-0.4,3.0,1.4,1.0,1.4,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-16,Charlton,Tottenham,1.0,-0.2,2.0,1.0,2.0,2.2,2.0,0.4,0.5,2.0,1.6,1.2,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-17,Chelsea,Leicester,1.2,0.0,2.0,1.2,1.4,1.4,2.2,0.6,2.0,2.2,0.8,0.2,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-17,Man City,Middlesbrough,1.2,-0.6,1.5,1.2,1.8,2.4,1.0,0.0,2.0,1.0,1.8,1.8,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-17,West Ham,Liverpool,0.4,-0.8,0.5,0.4,1.0,1.8,2.0,0.4,0.5,2.0,2.0,1.6,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-23,Tottenham,Man City,1.6666666666666667,0.16666666666666666,3.0,1.4,1.0,1.2,1.1666666666666667,-0.5,1.0,1.4,2.0,1.8,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-23,Newcastle,Charlton,1.6666666666666667,0.16666666666666666,2.3333333333333335,2.0,1.4,0.8,1.3333333333333333,0.0,0.3333333333333333,1.0,1.4,2.2,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-23,Middlesbrough,Aston Villa,1.0,0.0,0.3333333333333333,0.6,1.4,1.8,1.6,0.2,1.3333333333333333,1.6,1.2,1.0,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-23,Man United,Chelsea,2.3333333333333335,2.1666666666666665,3.0,2.2,3.0,0.8,1.0,-0.3333333333333333,0.6666666666666666,0.6,0.6,1.4,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-23,Ipswich,Arsenal,1.1666666666666667,-0.3333333333333333,1.3333333333333333,1.4,1.2,1.2,1.8333333333333333,0.6666666666666666,0.6666666666666666,2.2,2.4,1.4,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-23,Derby,Leeds,0.6666666666666666,-0.3333333333333333,1.0,0.6,2.0,2.4,1.4,0.2,2.0,1.4,1.2,1.0,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-23,Coventry,West Ham,1.1666666666666667,-0.5,0.3333333333333333,1.4,1.0,1.2,0.5,-0.6666666666666666,0.3333333333333333,0.6,0.8,1.2,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-23,Bradford,Southampton,0.8333333333333334,-1.1666666666666667,1.6666666666666667,1.0,0.6,1.8,1.0,0.0,0.6666666666666666,1.0,1.4,1.4,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-23,Liverpool,Sunderland,1.8333333333333333,0.3333333333333333,3.0,1.6,2.0,1.8,1.1666666666666667,-0.6666666666666666,0.0,0.8,1.0,2.0,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-24,Leicester,Everton,2.3333333333333335,0.8333333333333334,2.3333333333333335,2.6,1.2,0.2,1.1666666666666667,-0.16666666666666666,1.0,1.4,2.0,1.8,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-30,Southampton,Middlesbrough,1.2857142857142858,0.14285714285714285,1.3333333333333333,1.6,1.4,1.0,1.0,0.0,1.6666666666666667,0.6,1.4,1.8,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-30,West Ham,Bradford,0.8571428571428571,-0.14285714285714285,0.6666666666666666,1.2,1.4,1.0,0.7142857142857143,-1.1428571428571428,0.0,0.4,0.2,2.0,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-30,Man City,Newcastle,1.1428571428571428,-0.42857142857142855,1.3333333333333333,1.0,1.2,1.4,1.4285714285714286,0.0,1.0,1.4,0.8,0.6,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-30,Charlton,Coventry,1.5714285714285714,0.14285714285714285,2.3333333333333335,1.6,1.6,1.6,1.0,-0.8571428571428571,2.0,0.8,0.6,1.6,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-09-30,Everton,Ipswich,1.1428571428571428,-0.14285714285714285,1.3333333333333333,1.0,1.6,2.0,1.1428571428571428,-0.2857142857142857,1.0,1.4,1.2,1.2,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-09-30,Aston Villa,Derby,1.5,0.16666666666666666,2.0,1.6,1.4,1.2,0.7142857142857143,-0.2857142857142857,0.3333333333333333,0.8,1.8,2.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-09-30,Leeds,Tottenham,1.3333333333333333,0.16666666666666666,1.0,1.0,1.0,1.2,1.5714285714285714,0.14285714285714285,0.3333333333333333,1.4,0.8,1.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-01,Arsenal,Man United,1.7142857142857142,0.5714285714285714,3.0,1.8,2.2,1.6,2.142857142857143,1.8571428571428572,1.6666666666666667,2.2,3.4,1.2,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-01,Chelsea,Liverpool,1.0,-0.2857142857142857,1.3333333333333333,0.8,1.2,1.6,1.7142857142857142,0.2857142857142857,0.6666666666666666,1.8,2.2,1.6,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-01,Sunderland,Leicester,1.1428571428571428,-0.5714285714285714,2.3333333333333335,1.0,0.8,1.4,2.142857142857143,0.7142857142857143,2.3333333333333335,2.2,1.2,0.4,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-10-14,Sunderland,Chelsea,1.125,-0.5,2.0,1.2,0.8,1.2,1.25,0.125,0.75,1.2,1.6,1.4,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-14,Man City,Bradford,1.0,-0.5,1.0,1.0,1.0,1.2,0.75,-1.0,0.25,0.4,0.4,2.2,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-14,Leeds,Charlton,1.5714285714285714,0.2857142857142857,1.5,1.0,1.4,1.6,1.5,0.125,1.0,1.8,1.4,1.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-14,Leicester,Man United,2.0,0.625,2.0,2.2,1.2,0.4,1.875,1.5,1.25,2.0,3.0,1.0,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-10-14,Everton,Southampton,1.0,-0.5,1.0,0.8,1.2,2.2,1.125,-0.125,1.25,1.4,1.0,1.0,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-10-14,Coventry,Tottenham,1.0,-0.75,0.25,0.4,0.6,1.8,1.375,0.0,0.25,1.4,1.4,1.4,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-14,Arsenal,Aston Villa,1.875,0.625,3.0,1.8,1.4,1.0,1.7142857142857142,0.5714285714285714,1.25,2.0,2.0,1.2,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-14,Ipswich,West Ham,1.375,0.125,1.25,1.4,1.6,1.2,0.875,-0.125,1.0,1.2,1.2,0.8,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-10-15,Derby,Liverpool,0.625,-0.625,1.0,0.6,1.6,2.4,1.5,-0.125,0.5,1.6,1.6,1.6,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-10-16,Middlesbrough,Newcastle,1.25,0.25,0.5,1.2,1.8,1.6,1.625,0.125,1.5,1.4,0.6,0.6,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-10-21,Newcastle,Everton,1.7777777777777777,0.3333333333333333,1.75,1.4,0.8,0.8,1.0,-0.4444444444444444,1.0,1.0,1.0,1.8,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-10-21,West Ham,Arsenal,0.8888888888888888,-0.1111111111111111,0.75,1.2,1.2,0.8,2.0,0.6666666666666666,0.75,2.2,1.2,0.6,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-10-21,Tottenham,Derby,1.2222222222222223,-0.1111111111111111,2.5,0.8,1.0,1.4,0.5555555555555556,-1.0,0.25,0.4,1.0,2.6,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-21,Man United,Leeds,2.0,1.6666666666666667,2.5,2.0,2.4,1.0,1.75,0.5,1.6666666666666667,1.6,1.8,1.4,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-21,Chelsea,Coventry,1.1111111111111112,0.0,1.75,1.0,1.2,1.2,1.2222222222222223,-0.5555555555555556,1.75,1.0,1.0,1.6,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-21,Bradford,Ipswich,0.6666666666666666,-1.1111111111111112,1.25,0.4,0.4,1.4,1.3333333333333333,0.1111111111111111,1.5,1.6,1.6,1.0,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-10-21,Liverpool,Leicester,1.6666666666666667,0.3333333333333333,2.5,1.6,1.8,1.4,1.7777777777777777,0.2222222222222222,2.0,1.6,0.8,0.8,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-21,Charlton,Middlesbrough,1.3333333333333333,-0.1111111111111111,2.0,1.6,1.4,1.4,1.1111111111111112,0.0,2.0,1.0,1.4,1.6,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-22,Aston Villa,Sunderland,1.5,0.375,2.3333333333333335,2.0,1.8,0.8,1.3333333333333333,-0.3333333333333333,0.25,1.6,0.8,1.0,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-10-23,Southampton,Man City,1.1111111111111112,-0.1111111111111111,1.0,1.4,1.0,1.0,1.2222222222222223,-0.2222222222222222,1.0,1.0,1.0,1.0,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-10-28,West Ham,Newcastle,0.8,-0.2,0.6,1.2,1.4,1.0,1.6,0.2,1.8,1.2,0.8,1.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-28,Arsenal,Man City,2.1,0.7,3.0,2.6,1.4,0.6,1.4,0.0,1.4,1.6,1.0,0.4,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-28,Aston Villa,Charlton,1.4444444444444444,0.3333333333333333,2.0,1.6,1.4,0.6,1.5,0.0,0.8,2.0,1.2,1.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-28,Chelsea,Tottenham,1.3,0.5,2.0,1.4,2.4,1.4,1.4,0.1,0.2,0.8,1.4,1.6,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-28,Ipswich,Middlesbrough,1.5,0.3,1.2,2.2,1.8,0.6,1.0,-0.1,1.6,1.0,1.2,1.4,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-28,Leicester,Derby,1.6,0.1,1.6,1.0,0.6,1.0,0.5,-1.1,0.2,0.2,0.8,2.8,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-28,Man United,Southampton,2.1,1.8,2.6,2.0,2.4,1.0,1.0,-0.3,1.2,1.4,1.0,1.2,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-28,Sunderland,Coventry,1.3,-0.3,2.2,1.8,0.8,0.4,1.1,-1.0,1.4,0.8,1.2,2.8,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-29,Liverpool,Everton,1.8,0.4,2.6,1.6,1.4,1.0,1.2,-0.3,1.4,1.0,0.8,1.6,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-10-29,Bradford,Leeds,0.6,-1.2,1.0,0.2,0.2,1.6,1.5555555555555556,0.1111111111111111,1.25,1.4,1.8,2.0,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-11-04,Charlton,Bradford,1.3636363636363635,-0.09090909090909091,2.2,1.4,1.2,1.4,0.6363636363636364,-1.0909090909090908,0.2,0.4,0.4,1.4,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-11-04,Coventry,Man United,1.0,-1.0,0.8,0.8,1.0,2.6,2.1818181818181817,2.090909090909091,1.6,2.0,2.8,0.8,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-11-04,Leeds,Liverpool,1.5,0.1,1.8,1.6,1.8,1.8,1.9090909090909092,0.5454545454545454,1.0,2.0,1.8,1.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-11-04,Man City,Leicester,1.2727272727272727,-0.45454545454545453,1.4,1.4,0.8,1.2,1.7272727272727273,0.18181818181818182,1.6,1.0,0.6,1.2,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-11-04,Middlesbrough,Arsenal,0.9090909090909091,-0.18181818181818182,0.4,0.8,1.2,1.6,2.1818181818181817,1.0909090909090908,1.2,2.6,2.0,0.4,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-11-04,Newcastle,Ipswich,1.4545454545454546,0.09090909090909091,1.4,1.2,0.8,0.8,1.6363636363636365,0.36363636363636365,1.8,2.2,1.8,0.6,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-11-04,Southampton,Chelsea,0.9090909090909091,-0.7272727272727273,0.8,0.8,0.6,2.2,1.4545454545454546,0.7272727272727273,0.6,2.0,3.0,1.0,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-11-04,Tottenham,Sunderland,1.2727272727272727,-0.18181818181818182,2.6,0.8,1.4,2.0,1.4545454545454546,-0.18181818181818182,0.4,1.8,0.6,0.2,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-11-05,Everton,Aston Villa,1.0909090909090908,-0.45454545454545453,1.0,1.0,0.8,1.6,1.6,0.4,1.0,1.6,1.4,0.8,0.3593727617573768,-0.06083748964990056,A
2000/01,2000-11-06,Derby,West Ham,0.45454545454545453,-1.0909090909090908,0.8,0.2,0.8,2.8,1.0,-0.09090909090909091,1.0,1.6,1.4,0.8,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-11-11,West Ham,Man City,1.0,-0.08333333333333333,1.0,1.2,0.8,0.8,1.1666666666666667,-0.5,1.1666666666666667,1.2,0.8,1.4,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-11-11,Man United,Middlesbrough,2.25,2.0,2.6666666666666665,2.4,2.6,0.4,0.8333333333333334,-0.25,1.3333333333333333,0.6,1.0,1.6,0.3593727617573768,-0.06083748964990056,H
2000/01,2000-11-11,Leicester,Newcastle,1.8333333333333333,0.25,1.8333333333333333,1.4,0.6,1.0,1.5833333333333333,0.16666666666666666,1.5,1.8,1.2,0.8,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-11-11,Sunderland,Southampton,1.3333333333333333,-0.25,2.3333333333333335,1.6,0.6,0.4,1.0833333333333333,-0.5833333333333334,1.0,0.8,1.0,2.6,0.3593727617573768,-0.06083748964990056,D
2000/01,2000-11-11,Bradford,Everton,0.5833333333333334,-1.1666666666666667,1.0,0.4,0.4,1.6,1.0,-0.5,1.1666666666666667,0.8,0.6,1.6,0.3593727617573768,-0.06083748964990056,A
